epoch,step,train_loss
0,0,0.6522536020656013
0,1,0.600185502826452
0,2,0.703950840971872
0,3,0.6599546307154956
0,4,0.651327603809366
0,5,0.5731450721763548
0,6,0.5671132996946963
0,7,0.6165739055685788
0,8,0.5288105941002645
0,9,0.5489802627653559
0,10,0.5413102342861628
0,11,0.4693927156497769
0,12,0.45790145337018573
0,13,0.4826726346032473
0,14,0.4242114334705433
0,15,0.45541346418400913
0,16,0.4322158230829047
0,17,0.39524011202668735
0,18,0.4048653631462455
0,19,0.4021679732736693
0,20,0.42707395131161285
0,21,0.38794480779591456
0,22,0.41976754837568414
0,23,0.3885435232497404
0,24,0.34170529644306874
0,25,0.31570298016827936
0,26,0.3559106530206596
0,27,0.3078865831093846
0,27,0.2833647204964052
1,28,0.32093693593897876
1,29,0.285097120028288
1,30,0.25977164859815294
1,31,0.2957281228248976
1,32,0.3080058801626842
1,33,0.22976574710151626
1,34,0.2500847104072498
1,35,0.22733953545714153
1,36,0.2182180436184255
1,37,0.22280254712269565
1,38,0.19488133697213317
1,39,0.1610518891187496
1,40,0.17396858487188369
1,41,0.1883367620154645
1,42,0.17791425515090362
1,43,0.1433050302213413
1,44,0.14282759894083463
1,45,0.11718798812442294
1,46,0.12245479203910886
1,47,0.11810002856995519
1,48,0.11070277556950638
1,49,0.1110754456362221
1,50,0.10580868443418708
1,51,0.11185419052179471
1,52,0.11066047952759887
1,53,0.10699267147648982
1,54,0.11374036405072364
1,55,0.09131201480443321
1,55,0.08168164639198372
2,56,0.08961121829726842
2,57,0.077655115089113
2,58,0.09078821570131207
2,59,0.0892751673354884
2,60,0.09626946667205488
2,61,0.08093225945060466
2,62,0.07588343535370874
2,63,0.07740618645315503
2,64,0.07994599140909163
2,65,0.08082174242585986
2,66,0.0748442689673564
2,67,0.07221206296851644
2,68,0.0879117678489793
2,69,0.0881295496662723
2,70,0.07867828607324402
2,71,0.08104268138053015
2,72,0.06627336055663983
2,73,0.06775367815537468
2,74,0.07399350475218539
2,75,0.07770169565589707
2,76,0.0840905286285422
2,77,0.053209667591439476
2,78,0.07628214122254838
2,79,0.07710960798865446
2,80,0.07182317332506104
2,81,0.06849485104735356
2,82,0.055392260084593616
2,83,0.06394553170772517
2,83,0.05377479338412733
3,84,0.060507031757578954
3,85,0.060091487758710316
3,86,0.05556201136492375
3,87,0.059272456906929144
3,88,0.052282934452914556
3,89,0.04600101712734566
3,90,0.039184816640819915
3,91,0.0594544130250865
3,92,0.06070938240156224
3,93,0.05832857634005317
3,94,0.045654442584095165
3,95,0.05308944338218751
3,96,0.046325048934070745
3,97,0.05266282716354407
3,98,0.04728843677551817
3,99,0.05226908555111985
3,100,0.046447076192135464
3,101,0.04406023230548682
3,102,0.05010572939602413
3,103,0.04404801868248844
3,104,0.04264024496981904
3,105,0.05426638312140855
3,106,0.041452042031832746
3,107,0.039155262954441813
3,108,0.05086279415458065
3,109,0.03306057042315399
3,110,0.03021638287456156
3,111,0.03671026486186838
3,111,0.031071202426087307
4,112,0.03228556308457493
4,113,0.03856762123216446
4,114,0.0360337015826927
4,115,0.03658022699403797
4,116,0.03478124364061098
4,117,0.028831630509894693
4,118,0.03474457995795984
4,119,0.02695538576018748
4,120,0.03092813872014511
4,121,0.028271522186656392
4,122,0.025175360468058603
4,123,0.025985603229236456
4,124,0.028140329108638965
4,125,0.026420642541297827
4,126,0.02310958119619146
4,127,0.02450642643260499
4,128,0.02273560100002844
4,129,0.02311833762143863
4,130,0.0214079594908589
4,131,0.016219527325059827
4,132,0.02031769162522964
4,133,0.022344386754494114
4,134,0.019085965459511425
4,135,0.01844825001193999
4,136,0.014675507474946769
4,137,0.02234458742196075
4,138,0.01818554802880974
4,139,0.0127919927294484
4,139,0.014420958955633334
5,140,0.021197563401900946
5,141,0.014033818817951935
5,142,0.016273731448054204
5,143,0.015892330334835367
5,144,0.016070916170716057
5,145,0.012683230944573957
5,146,0.01180144555447065
5,147,0.011516074030579629
5,148,0.011397014821390805
5,149,0.014182920253013586
5,150,0.009926344327320443
5,151,0.009386360336714644
5,152,0.008966271634099148
5,153,0.014482107819344146
5,154,0.01037688239856185
5,155,0.010119630981131864
5,156,0.012623136703090482
5,157,0.007869310452343882
5,158,0.007751207800115224
5,159,0.007293323495822073
5,160,0.006855056323490561
5,161,0.006516779456977559
5,162,0.007528445003612796
5,163,0.006293245366703453
5,164,0.008679288632759597
5,165,0.007824223578678792
5,166,0.005685277116908243
5,167,0.005528679766384418
5,167,0.005507224267487157
6,168,0.007382891290166598
6,169,0.005297637858537567
6,170,0.005815645520199968
6,171,0.004062452194111396
6,172,0.005278055332049395
6,173,0.0033869679501707895
6,174,0.00637051660668867
6,175,0.0051245123022386
6,176,0.003998752575600417
6,177,0.004770727728790641
6,178,0.0043155652374180726
6,179,0.00352744176289049
6,180,0.004013786019329918
6,181,0.004841911580436209
6,182,0.0035771001066498623
6,183,0.0041534946476850425
6,184,0.0030543703894206162
6,185,0.0023546866917248436
6,186,0.0033772571008198354
6,187,0.0030751468320386523
6,188,0.003746404349661765
6,189,0.0026673234737836157
6,190,0.0020586930147488704
6,191,0.0024618660165426133
6,192,0.002102976161012366
6,193,0.0024763763092332898
6,194,0.002309125888398574
6,195,0.002168472524777189
6,195,0.00202687155165343
7,196,0.0022157560311744703
7,197,0.0027285951087943987
7,198,0.002171895516666367
7,199,0.002484895060299723
7,200,0.00237682572159046
7,201,0.0012205158988984103
7,202,0.0016502482361060841
7,203,0.0014798657655468353
7,204,0.0025057679596859964
7,205,0.0014260480608236851
7,206,0.0016340523580642427
7,207,0.0017086037576902826
7,208,0.001047263970864395
7,209,0.0011384922319458938
7,210,0.001234779474762058
7,211,0.0009806802907143775
7,212,0.0016038605572886392
7,213,0.0012818138091881652
7,214,0.0013620787404808295
7,215,0.0013767282670710782
7,216,0.0023420536014640576
7,217,0.0010086181688339392
7,218,0.001027232538146308
7,219,0.0007732808791848642
7,220,0.0010447047011545789
7,221,0.000990414346455504
7,222,0.0011592898829087196
7,223,0.0014398489611074448
7,223,0.0010888083702949745
8,224,0.0009337433645641285
8,225,0.0011037368282874277
8,226,0.0010457943930929905
8,227,0.0010139752959219433
8,228,0.0007659904058519539
8,229,0.0009871734814181226
8,230,0.0006870570600230185
8,231,0.0010838658216824198
8,232,0.0012429595736643032
8,233,0.000613034456296499
8,234,0.0006837552189103467
8,235,0.0008811484248082505
8,236,0.0009078127480258651
8,237,0.0007013359172081291
8,238,0.001049229220670356
8,239,0.0011316593977532428
8,240,0.0008369928755613059
8,241,0.0007457307628180626
8,242,0.0008194658885321184
8,243,0.0009685049765938506
8,244,0.000945715717267552
8,245,0.0009947502395412742
8,246,0.0008939673335446371
8,247,0.000585195486441909
8,248,0.0010621478274674408
8,249,0.0007454949962410103
8,250,0.0007787209697659357
8,251,0.0006995142697847821
8,251,0.0007715155293920421
9,252,0.0011367187027821995
9,253,0.0006299206481346616
9,254,0.0006607406002469289
9,255,0.0006468416287416595
9,256,0.0008110363619626841
9,257,0.0006799868254557489
9,258,0.0005254730967006118
9,259,0.0008099021230304919
9,260,0.0004299860166069169
9,261,0.0005716319423881276
9,262,0.0004816630290582641
9,263,0.0005606660847960504
9,264,0.0005206935481211117
9,265,0.0006924006371874528
9,266,0.0005442859895121944
9,267,0.0007121451589227308
9,268,0.0006638964321664547
9,269,0.0006962207987142192
9,270,0.0007252275347111258
9,271,0.0005090757999369777
9,272,0.0005105923377913753
9,273,0.0006447279775908232
9,274,0.0006044089004375901
9,275,0.0004797138900805186
9,276,0.0005204986624821284
9,277,0.00046594513775127913
9,278,0.0007110921789228783
9,279,0.0004541837082725398
9,279,0.000553642229766618
10,280,0.0005215757636469893
