epoch,step,train_loss
0,0,0.5731823072341069
0,1,0.5706429121292818
0,2,0.5115882283383287
0,3,0.5153738137801418
0,4,0.5054530036230273
0,5,0.49086844995802437
0,6,0.4627601201731602
0,7,0.47436947390276907
0,8,0.4546431305887056
0,9,0.4125860196008737
0,10,0.4109642510515712
0,11,0.43804273115998854
0,12,0.4641400817505949
0,13,0.39972735563557904
0,14,0.4422640501603252
0,15,0.407099284604411
0,16,0.4239651897123989
0,17,0.3528560934307862
0,18,0.3748602461442896
0,19,0.35404158284251835
0,20,0.33004577232390414
0,21,0.3674018513001566
0,22,0.3475320385163699
0,23,0.35921909485195275
0,24,0.3240294613613176
0,25,0.2781014279461595
0,26,0.2742367453458518
0,27,0.32290156995999036
0,27,0.2704669264065726
1,28,0.3027236008028586
1,29,0.2436927500794654
1,30,0.25103126510740076
1,31,0.2524609246123519
1,32,0.24666943221336388
1,33,0.27735324629606506
1,34,0.23847504852355395
1,35,0.21817769997635306
1,36,0.19881562630987107
1,37,0.21241713869768628
1,38,0.24613776341471244
1,39,0.20792433494255858
1,40,0.18622062553361068
1,41,0.18975174470674874
1,42,0.18884442695647277
1,43,0.21133994408805062
1,44,0.1821782414211444
1,45,0.1517267138845188
1,46,0.16138148199345764
1,47,0.1619256452858361
1,48,0.13572452151305736
1,49,0.15967783110551914
1,50,0.13691657405949698
1,51,0.14731847623540179
1,52,0.14944809451699884
1,53,0.12422960143917289
1,54,0.12072220006343468
1,55,0.10283408961522666
1,55,0.0930764735198793
2,56,0.11748311431613573
2,57,0.09726934502057602
2,58,0.08524074105160835
2,59,0.08005602397063223
2,60,0.08248958530913847
2,61,0.09359224233720365
2,62,0.09133396245045287
2,63,0.06988158381079212
2,64,0.07541918161393536
2,65,0.06745900926484848
2,66,0.06085619706775142
2,67,0.05295384087190394
2,68,0.06158791998947539
2,69,0.05228353721244716
2,70,0.04804871548405509
2,71,0.057078017479611005
2,72,0.0526624139519009
2,73,0.04654944901823447
2,74,0.050317326596510135
2,75,0.04588474922118545
2,76,0.04983520042395186
2,77,0.04585162026699775
2,78,0.04640498405138712
2,79,0.045710105075226354
2,80,0.046744414107140225
2,81,0.04051375733145668
2,82,0.03569090719826827
2,83,0.03982792360441093
2,83,0.03428384272920266
3,84,0.04291427808609208
3,85,0.03417559875980689
3,86,0.03818335911637968
3,87,0.03151158138370161
3,88,0.029027983700413977
3,89,0.03009530970415716
3,90,0.03020443872050514
3,91,0.03037028610834633
3,92,0.027719675841868505
3,93,0.0250859132828744
3,94,0.02438851356389922
3,95,0.025341580826284953
3,96,0.03074477932330942
3,97,0.02899377230840594
3,98,0.02442529840175031
3,99,0.024552134812511412
3,100,0.025772117032689945
3,101,0.025537010351485766
3,102,0.019258138074249555
3,103,0.01941042701950912
3,104,0.01904511668424202
3,105,0.015886600757920477
3,106,0.016075629988100405
3,107,0.015926715587093562
3,108,0.0161602737775225
3,109,0.01757889209067524
3,110,0.014506162522378352
3,111,0.01410213840419626
3,111,0.012104051943863627
4,112,0.01463450032058484
4,113,0.014294279813499376
4,114,0.012073990238163844
4,115,0.010531540610464343
4,116,0.009329553464886656
4,117,0.010822716365336204
4,118,0.011652397791229742
4,119,0.010065873343726063
4,120,0.010165464425061093
4,121,0.007621353867980051
4,122,0.008988336206485086
4,123,0.008274026665127365
4,124,0.009625835261009248
4,125,0.005485305873084103
4,126,0.0062498600114081725
4,127,0.008965355019453312
4,128,0.006105879060772371
4,129,0.006049430695942472
4,130,0.0049138624512402316
4,131,0.006006602629238913
4,132,0.004635879185913951
4,133,0.004253361060203464
4,134,0.004980481160205503
4,135,0.003704581236056328
4,136,0.003654699134580011
4,137,0.004125710312918498
4,138,0.004335474114271841
4,139,0.0030909402882992043
4,139,0.003139982517118179
5,140,0.0030603926455783506
5,141,0.0036296352435226126
5,142,0.003236720774372782
5,143,0.003129613428240858
5,144,0.002542858598126539
5,145,0.0028652159927699907
5,146,0.00247320464464048
5,147,0.0023850342780935433
5,148,0.002549379765750888
5,149,0.0020255094189013914
5,150,0.0017701842683165406
5,151,0.0018463136061694352
5,152,0.0016862151541151274
5,153,0.0016393244807794694
5,154,0.001693528505974204
5,155,0.0016574867220590845
5,156,0.0018937893272103763
5,157,0.0013003429990924057
5,158,0.0013525306384019689
5,159,0.0012903963968112007
5,160,0.0016790821523173319
5,161,0.0013950967561403077
5,162,0.0009794060618114053
5,163,0.0013032316765936487
5,164,0.0010886258991878513
5,165,0.0011128954094938627
5,166,0.0011373716033150013
5,167,0.0009318962639368681
5,167,0.001075458116570083
6,168,0.0008311302794956754
6,169,0.0011160156451365264
6,170,0.0010647703736091406
6,171,0.0010637654761773013
6,172,0.000990643649660299
6,173,0.0009283194762059593
6,174,0.0007984190026854353
6,175,0.0008017183037965535
6,176,0.0008334350084166973
6,177,0.0009127105675188998
6,178,0.0007963010994010392
6,179,0.0008592908028683013
6,180,0.0008897521434085933
6,181,0.0008031288727172359
6,182,0.0006458346273955826
6,183,0.0008718150214639305
6,184,0.0007429183841033126
6,185,0.0006529047364848922
6,186,0.0008076933950577741
6,187,0.0008365102378635988
6,188,0.0006182530606891099
6,189,0.0006641078032920554
6,190,0.0008129850635150162
6,191,0.0006453021523162508
6,192,0.0008657582319034318
6,193,0.0006613457667756177
6,194,0.0006393932319002165
6,195,0.0005089557948042558
6,195,0.0007064344330499136
7,196,0.0008540042436068888
7,197,0.0006497809545717229
7,198,0.0006942983068667151
7,199,0.0006545568312816312
7,200,0.0006428174604239779
7,201,0.00043536229238278726
7,202,0.0006430377813979134
7,203,0.0006555319979222666
7,204,0.0005711278787718857
7,205,0.0005735489860226818
7,206,0.0005808785522872771
7,207,0.0004914393799114446
7,208,0.0005622616837999934
7,209,0.0006246948659311415
7,210,0.0004985381291814188
7,211,0.00046785359378555903
7,212,0.0005696668512100522
7,213,0.0005853094698907006
7,214,0.0005475395811557746
7,215,0.0005077592025948143
7,216,0.0004721594426330182
7,217,0.0005000344319393076
7,218,0.0004517216757383023
7,219,0.000511155426012213
7,220,0.00045268099613738396
7,221,0.0004430961801748341
7,222,0.0005061223134004687
7,223,0.0005189580672299183
7,223,0.0005202724192158725
8,224,0.00045005530426733657
8,225,0.0004096956438028427
8,226,0.00037460519620111685
8,227,0.0004929116252065999
8,228,0.00045473242002667193
8,229,0.0005176782577030237
8,230,0.00044016329818814316
8,231,0.0002833305023513379
8,232,0.00048709199896653985
8,233,0.00046065634805187133
8,234,0.00035567115993600926
8,235,0.0004025796816506726
8,236,0.0004728398246744502
8,237,0.0003785872723794873
8,238,0.0003945382804919977
8,239,0.0003209817931364344
8,240,0.00036709345007348426
8,241,0.0003758134267042902
8,242,0.0004203594953070906
8,243,0.00036660116564740013
8,244,0.0003365538653152219
8,245,0.0004107795715158648
8,246,0.0003709266169459525
8,247,0.0003694401701840758
8,248,0.000334486431502431
8,249,0.00036544292946945485
8,250,0.00038160994137331967
8,251,0.0004141792079760639
8,251,0.0003770258157511932
9,252,0.0003893577469112707
9,253,0.0002629738155292425
9,254,0.0003205260172816193
9,255,0.0002722204000069639
9,256,0.0003247172503731866
9,257,0.0003313513226505388
9,258,0.0003024918259699604
9,259,0.0003700760743107903
9,260,0.0002863335656382836
9,261,0.00028563156180861856
9,262,0.0002751889633476395
9,263,0.00026730306738311334
9,264,0.0002815382863475345
9,265,0.0003087253763584557
9,266,0.00027854258433202846
9,267,0.00031820342397283674
9,268,0.00028163643236384344
9,269,0.00028254240237327315
9,270,0.000279184047723923
9,271,0.00031156489465568966
9,272,0.00028679584779593215
9,273,0.0002988696721362164
9,274,0.00030140602821080885
9,275,0.000286291010825875
9,276,0.00023778622029200383
9,277,0.00023016657898365105
9,278,0.0002674979173961226
9,279,0.0002400620108358784
9,279,0.0002682980698705298
10,280,0.0002461267114590575
