epoch,step,train_loss
0,0,0.4148129888218888
0,1,0.36268957706514776
0,2,0.3995634307444795
0,3,0.33941405865657504
0,4,0.3825195192639257
0,5,0.3749226365983034
0,6,0.39087866647742203
0,7,0.34075138986907827
0,8,0.33106736248500823
0,9,0.3201343539729418
0,10,0.35981867693019826
0,11,0.3323464772542954
0,12,0.2859267343992007
0,13,0.32364443155038014
0,14,0.33473487314287653
0,15,0.30568957695902393
0,16,0.3084261715115132
0,17,0.30544829277488283
0,18,0.2811097657111561
0,19,0.23224071238439045
0,20,0.24986215102612608
0,21,0.23220902499728396
0,22,0.27237073954525276
0,23,0.2577611966890642
0,24,0.23798930302850993
0,25,0.2597092746051655
0,26,0.19068338303378196
0,27,0.17111751203498707
0,27,0.2097911355697217
1,28,0.1885371133252325
1,29,0.18810762304235742
1,30,0.19109470871119194
1,31,0.20246485522171684
1,32,0.1612330164591117
1,33,0.15838766227060164
1,34,0.14894337259545598
1,35,0.146739907438209
1,36,0.15398274800787778
1,37,0.13975749828968242
1,38,0.11585807844678427
1,39,0.11944956222670323
1,40,0.12858953789802252
1,41,0.10950731534223074
1,42,0.11041183193213688
1,43,0.08977816460441555
1,44,0.08761238115910061
1,45,0.09455294026919876
1,46,0.09393741434344546
1,47,0.08723473172546142
1,48,0.09588848274975735
1,49,0.08581676912675586
1,50,0.07212081432115588
1,51,0.09619198493156313
1,52,0.09398490504033347
1,53,0.08261822864507529
1,54,0.07390941156864583
1,55,0.09244847281461635
1,55,0.07233675537375278
2,56,0.0623162606684908
2,57,0.07175243049546863
2,58,0.07500830104866661
2,59,0.06551012596563319
2,60,0.06963705998397696
2,61,0.06195650440618669
2,62,0.06902532420547036
2,63,0.06898242734948613
2,64,0.0720208077866577
2,65,0.05403599098804736
2,66,0.06504437638402405
2,67,0.04822395881141065
2,68,0.055772559540065596
2,69,0.060358162936289754
2,70,0.05476524904400146
2,71,0.06107953160369818
2,72,0.05176502086254206
2,73,0.05117971227439906
2,74,0.061430610336282304
2,75,0.04074360193219852
2,76,0.05086898334929683
2,77,0.0515746283595864
2,78,0.05215532037752493
2,79,0.058366777065380834
2,80,0.04646129133363693
2,81,0.04505151594376416
2,82,0.04876819083942139
2,83,0.04099548491755751
2,83,0.046510200076089026
3,84,0.05613194235802088
3,85,0.04498750671376538
3,86,0.04304346214593647
3,87,0.04355051111602745
3,88,0.04292762143408173
3,89,0.041081171283905475
3,90,0.03955828689265842
3,91,0.04184315918444918
3,92,0.03905919512814317
3,93,0.035861764339665245
3,94,0.039350596313904064
3,95,0.04012043828323189
3,96,0.03308299721715381
3,97,0.03315718869792523
3,98,0.03834473718638552
3,99,0.036984781767124685
3,100,0.0350390683770878
3,101,0.03487798444426398
3,102,0.02940473165773046
3,103,0.03365878757975571
3,104,0.03497629852509713
3,105,0.03138808829949977
3,106,0.0270553894558643
3,107,0.030107988326345383
3,108,0.029533616386122768
3,109,0.03265412122035652
3,110,0.030661976751356543
3,111,0.029295701630230948
3,111,0.028316326397756702
4,112,0.02743973285524258
4,113,0.024157253093176366
4,114,0.028198235153929243
4,115,0.025236202338599682
4,116,0.02502625932547144
4,117,0.02527719290830726
4,118,0.02335699493067704
4,119,0.024597445272893675
4,120,0.023050676804978538
4,121,0.022698879875515252
4,122,0.024778011806386408
4,123,0.02464765153262176
4,124,0.022151892509453704
4,125,0.023818663292624626
4,126,0.019310968741446537
4,127,0.019416610299079675
4,128,0.021046243410878587
4,129,0.018157774560052433
4,130,0.020076396985650575
4,131,0.017634945029340043
4,132,0.01948491344029024
4,133,0.016721088698991703
4,134,0.021139579132778148
4,135,0.018201971919765338
4,136,0.016525535601053916
4,137,0.017710941666258934
4,138,0.014473607567697175
4,139,0.014194244994083545
4,139,0.016274926406813005
5,140,0.015161213278295567
5,141,0.014673312750430637
5,142,0.016356152254524494
5,143,0.01283074829351816
5,144,0.013823079806952437
5,145,0.013247417461099012
5,146,0.012179188299342987
5,147,0.012988786536157128
5,148,0.012050635675823365
5,149,0.01311684891859781
5,150,0.011535119792531265
5,151,0.012355436559600355
5,152,0.013600681759760357
5,153,0.010862365790216173
5,154,0.010600474569520933
5,155,0.0136782561397614
5,156,0.012224161240592798
5,157,0.010533152925495833
5,158,0.010331833827990375
5,159,0.012149266268193482
5,160,0.008883688649454484
5,161,0.010334282562058887
5,162,0.012783148868887774
5,163,0.011126170465807637
5,164,0.010730117701362223
5,165,0.012128323994299042
5,166,0.010189555556294555
